Hey! Now we will work with conveer.
How many request we will test?
So, we will test conveer on 1000 requests
START
END
Data:
Время в nsec
 Очередь|     min|     max|      av
       1|     550| 1076021|    9250
       2|     333| 1055411|    4211
    Этап|     min|     max|      av
       1|    3854|  638653|   10370
       2|    3246|  218091|    7779
       3|    3109|   54944|    6690

 Система|     min|     max|      av
        |   14051| 1119837|   38304
Show each request log?(1 -yes, other -no)
Table of requests log
 id |   go conv |1 step st | 2 step en |1 step st | 2 step en |1 step st | 2 step en |
866 |  78132728 | 78200236 |  78211371 | 78217544 |  78223108 | 78223772 |  78228640 |
867 |  78217031 | 78284885 |  78292255 | 78294331 |  78302682 | 78308522 |  78313869 |
868 |  78293488 | 78365952 |  78373507 | 78374883 |  78382598 | 78388367 |  78393676 |
869 |  78374349 | 78447819 |  78457343 | 78464351 |  78470788 | 78471535 |  78477607 |
870 |  78463772 | 78527336 |  78534590 | 78535684 |  78541953 | 78548149 |  78556266 |
871 |  78535190 | 78617382 |  78623955 | 78631013 |  78637144 | 78637770 |  78642922 |
872 |  78630393 | 78724653 |  78736524 | 78744004 |  78760995 | 78762149 |  78773149 |
873 |  78743389 | 78827113 |  78835682 | 78837351 |  78851782 | 78860356 |  78866372 |
874 |  78836250 | 78928115 |  78935862 | 78941997 |  78948810 | 78949661 |  78955455 |
875 |  78941489 | 79010207 |  79014709 | 79015727 |  79021852 | 79029291 |  79035496 |
876 |  79015265 | 79097062 |  79102962 | 79105893 |  79110050 | 79110541 |  79114796 |
877 |  79115499 | 79162426 |  79170314 | 79174537 |  79179241 | 79179891 |  79183690 |
878 |  79184351 | 79227554 |  79235792 | 79246497 |  79250529 | 79251228 |  79254748 |
879 |  79245970 | 79307715 |  79317722 | 79324022 |  79329351 | 79330068 |  79334608 |
880 |  79323544 | 79389186 |  79400267 | 79406522 |  79413469 | 79414148 |  79419737 |
881 |  79406048 | 79471810 |  79480568 | 79483964 |  79492597 | 79493108 |  79500262 |
882 |  79501356 | 79526541 |  79535933 | 79542905 |  79547633 | 79548339 |  79554675 |
883 |  79542345 | 79606821 |  79612171 | 79616399 |  79624032 | 79629906 |  79634196 |
884 |  79615658 | 79688574 |  79701233 | 79704304 |  79711402 | 79711925 |  79718011 |
885 |  79719002 | 79778295 |  79786117 | 79792984 |  79797136 | 79797752 |  79800959 |
886 |  79792479 | 79868554 |  79876361 | 79884782 |  79890211 | 79890955 |  79898013 |
887 |  79883914 | 79950560 |  79963297 | 79971206 |  79982717 | 79983643 |  79990446 |
888 |  79970142 | 80034841 |  80041827 | 80045377 |  80051081 | 80051646 |  80057905 |
889 |  80042766 | 80100720 |  80107795 | 80110757 |  80116335 | 80122536 |  80126842 |
890 |  80108935 | 80187694 |  80194731 | 80197039 |  80207217 | 80207768 |  80213378 |
891 |  80214132 | 80271928 |  80280006 | 80283572 |  80288167 | 80288799 |  80293202 |
892 |  80294324 | 80338076 |  80346078 | 80350311 |  80357122 | 80357687 |  80362771 |
893 |  80363443 | 80402624 |  80414557 | 80424237 |  80429917 | 80430756 |  80435431 |
894 |  80423637 | 80491715 |  80502955 | 80509598 |  80516490 | 80517334 |  80521852 |
895 |  80509090 | 80576742 |  80586198 | 80593052 |  80606054 | 80606823 |  80612894 |
896 |  80592596 | 80659711 |  80670859 | 80677247 |  80682250 | 80683004 |  80687518 |
897 |  80676712 | 80746387 |  80755138 | 80763524 |  80769776 | 80770459 |  80773677 |
898 |  80762710 | 80828627 |  80839401 | 80842550 |  80852787 | 80853268 |  80859203 |
899 |  80859934 | 80879821 |  80891369 | 80895767 |  80904915 | 80907766 |  80917853 |
900 |  80890470 | 80973386 |  80983109 | 80986540 |  80993506 | 80994108 |  80998029 |
901 |  80998956 | 81040768 |  81052011 | 81057039 |  81067114 | 81070094 |  81076019 |
902 |  81044231 | 81132108 |  81138576 | 81141559 |  81146596 | 81147154 |  81151884 |
903 |  81152854 | 81201761 |  81210659 | 81217134 |  81222490 | 81223153 |  81227717 |
904 |  81216669 | 81284745 |  81293226 | 81299993 |  81304845 | 81305474 |  81309463 |
905 |  81299413 | 81366737 |  81374617 | 81378737 |  81386137 | 81386676 |  81391382 |
906 |  81392129 | 81433764 |  81443233 | 81448027 |  81455812 | 81461839 |  81467310 |
907 |  81447846 | 81515222 |  81524409 | 81525299 |  81530881 | 81537132 |  81542828 |
908 |  81524982 | 81600906 |  81607099 | 81610184 |  81614932 | 81615393 |  81620911 |
909 |  81621826 | 81667187 |  81677488 | 81681374 |  81687146 | 81687644 |  81693042 |
910 |  81693754 | 81732009 |  81743915 | 81750846 |  81758376 | 81759087 |  81764873 |
911 |  81750187 | 81815969 |  81826447 | 81832656 |  81838908 | 81839460 |  81844496 |
912 |  81832110 | 81897335 |  81905371 | 81912612 |  81917496 | 81918076 |  81922000 |
913 |  81911941 | 81977550 |  81987355 | 81993461 |  81998163 | 81998764 |  82002647 |
914 |  81992911 | 82058714 |  82070760 | 82076897 |  82083244 | 82083853 |  82089100 |
915 |  82076280 | 82141208 |  82150868 | 82157106 |  82161725 | 82162283 |  82167400 |
916 |  82156592 | 82222554 |  82227955 | 82230752 |  82237818 | 82243874 |  82248375 |
917 |  82229999 | 82302409 |  82314325 | 82317229 |  82326616 | 82327105 |  82334930 |
918 |  82340658 | 82376749 |  82386604 | 82393754 |  82400484 | 82401148 |  82406710 |
919 |  82393002 | 82462739 |  82471068 | 82474319 |  82479748 | 82480238 |  82485679 |
920 |  82486418 | 82534952 |  82547109 | 82553678 |  82561028 | 82561812 |  82568637 |
921 |  82553132 | 82620699 |  82626905 | 82631301 |  82636960 | 82637584 |  82641477 |
922 |  82628881 | 82708470 |  82719013 | 82725565 |  82731843 | 82732516 |  82737515 |
923 |  82725125 | 82795920 |  82807390 | 82814509 |  82822000 | 82822741 |  82829567 |
924 |  82814036 | 82878965 |  82887614 | 82894038 |  82900138 | 82900887 |  82904595 |
925 |  82893574 | 82974987 |  82984108 | 82987263 |  82991513 | 82991991 |  82996059 |
926 |  82997057 | 83057837 |  83068438 | 83075606 |  83084554 | 83090805 |  83096901 |
927 |  83075271 | 83139968 |  83148596 | 83151653 |  83156795 | 83159155 |  83168023 |
928 |  83149059 | 83233837 |  83239545 | 83246027 |  83251079 | 83251735 |  83255927 |
929 |  83245607 | 83309437 |  83315748 | 83317502 |  83327710 | 83333292 |  83340060 |
930 |  83316629 | 83386814 |  83394523 | 83398973 |  83408718 | 83409457 |  83416191 |
931 |  83397640 | 83454866 |  83463660 | 83466874 |  83474616 | 83480489 |  83485626 |
932 |  83466083 | 83535032 |  83545629 | 83548778 |  83554761 | 83555394 |  83561221 |
933 |  83562212 | 83633791 |  83643785 | 83650809 |  83656534 | 83659173 |  83671018 |
934 |  83650285 | 83716370 |  83725031 | 83726530 |  83730731 | 83732728 |  83738934 |
935 |  83725809 | 83801320 |  83807880 | 83814531 |  83821136 | 83821856 |  83825639 |
936 |  83814055 | 83881604 |  83888223 | 83894542 |  83902088 | 83902905 |  83909604 |
937 |  83894082 | 83964457 |  83975153 | 83981439 |  83988555 | 83989376 |  83995691 |
938 |  83981015 | 84042157 |  84049633 | 84055746 |  84061240 | 84062061 |  84067062 |
939 |  84055293 | 84126557 |  84132876 | 84139608 |  84144553 | 84145418 |  84149694 |
940 |  84139099 | 84208794 |  84217091 | 84223251 |  84229836 | 84230668 |  84236363 |
941 |  84222791 | 84292332 |  84298481 | 84304846 |  84312082 | 84312863 |  84317104 |
942 |  84304401 | 84372773 |  84380546 | 84386719 |  84393050 | 84393837 |  84401137 |
943 |  84386229 | 84455864 |  84463033 | 84469173 |  84474836 | 84475741 |  84482615 |
944 |  84468691 | 84538986 |  84547334 | 84553457 |  84560377 | 84561191 |  84567341 |
945 |  84552986 | 84623541 |  84630948 | 84637429 |  84642934 | 84643780 |  84650305 |
946 |  84636987 | 84707288 |  84714416 | 84720522 |  84726114 | 84726911 |  84731969 |
947 |  84720041 | 84794737 |  84805339 | 84808872 |  84813831 | 84814331 |  84819036 |
948 |  84819845 | 84884329 |  84895908 | 84902476 |  84909734 | 84910356 |  84916219 |
949 |  84901905 | 84969849 |  84982541 | 84985705 |  84994410 | 84994936 |  85001133 |
950 |  85001871 | 85047622 |  85058389 | 85066798 |  85073615 | 85074363 |  85080015 |
951 |  85066360 | 85132176 |  85136640 | 85140236 |  85147595 | 85148256 |  85152387 |
952 |  85138513 | 85211842 |  85222322 | 85229297 |  85237200 | 85238022 |  85244179 |
953 |  85228674 | 85293980 |  85305700 | 85308605 |  85315399 | 85315900 |  85322295 |
954 |  85323203 | 85379864 |  85384538 | 85391082 |  85397232 | 85397943 |  85401248 |
955 |  85390413 | 85455902 |  85463255 | 85465632 |  85475981 | 85476474 |  85482269 |
956 |  85482966 | 85537982 |  85546962 | 85553305 |  85559655 | 85560406 |  85565777 |
957 |  85552727 | 85602776 |  85618522 | 85621563 |  85630530 | 85631032 |  85637700 |
958 |  85638673 | 85692515 |  85705055 | 85712128 |  85719983 | 85720681 |  85727167 |
959 |  85711647 | 85749988 |  85759472 | 85766930 |  85775750 | 85783810 |  85790476 |
960 |  85752249 | 85828447 |  85833908 | 85861907 |  85870072 | 85876502 |  85883557 |
961 |  85834390 | 85943055 |  85954210 | 85960931 |  85967320 | 85968010 |  85978090 |
962 |  85960332 | 86025554 |  86037407 | 86044386 |  86058216 | 86059137 |  86065330 |
963 |  86043783 | 86112868 |  86119417 | 86126062 |  86131687 | 86132278 |  86136408 |
964 |  86125499 | 86190960 |  86201259 | 86208043 |  86214361 | 86215083 |  86220955 |
965 |  86207613 | 86272434 |  86283506 | 86286741 |  86295513 | 86296041 |  86301333 |
966 |  86302365 | 86343437 |  86349422 | 86356557 |  86362409 | 86363050 |  86367866 |
967 |  86355988 | 86398139 |  86408992 | 86417662 |  86426035 | 86430810 |  86440123 |
968 |  86404672 | 86478768 |  86486574 | 86502280 |  86507703 | 86513973 |  86522143 |
969 |  86487449 | 86579298 |  86585783 | 86588434 |  86596183 | 86596665 |  86601928 |
970 |  86602900 | 86646986 |  86657577 | 86663834 |  86671762 | 86672379 |  86678114 |
971 |  86663456 | 86748340 |  86759882 | 86767121 |  86773403 | 86774347 |  86785264 |
972 |  86766608 | 86832141 |  86843345 | 86849708 |  86862461 | 86863295 |  86869646 |
973 |  86849322 | 86914644 |  86925467 | 86932939 |  86940714 | 86941430 |  86946693 |
974 |  86932320 | 86997363 |  87005452 | 87013050 |  87018448 | 87019213 |  87025777 |
975 |  87012631 | 87077126 |  87087813 | 87094115 |  87099692 | 87100424 |  87105909 |
976 |  87093563 | 87159852 |  87172307 | 87176028 |  87185237 | 87185810 |  87191735 |
977 |  87192857 | 87228474 |  87238945 | 87246001 |  87250710 | 87251450 |  87255520 |
978 |  87245486 | 87312698 |  87320382 | 87323338 |  87328741 | 87329234 |  87334721 |
979 |  87335654 | 87385565 |  87395595 | 87402250 |  87408128 | 87408724 |  87413269 |
980 |  87401678 | 87470922 |  87481572 | 87486346 |  87491401 | 87491944 |  87496330 |
981 |  87497057 | 87565219 |  87578518 | 87579702 |  87585654 | 87594589 |  87600569 |
982 |  87579166 | 87634083 |  87644711 | 87652704 |  87663287 | 87663957 |  87673866 |
983 |  87652263 | 87711788 |  87723552 | 87724542 |  87738458 | 87747356 |  87759098 |
984 |  87724027 | 87906696 |  87916106 | 87925692 |  87942209 | 87943545 |  87952183 |
985 |  87924631 | 87981582 |  88003226 | 88017360 |  88032103 | 88033386 |  88058298 |
986 |  88016544 | 88055201 |  88069135 | 88077575 |  88096782 | 88142796 |  88155434 |
987 |  88076870 | 88137008 |  88149973 | 88305036 |  88323320 | 88330255 |  88340587 |
988 |  88150899 | 88426329 |  88446891 | 88458150 |  88470569 | 88471718 |  88483054 |
989 |  88457489 | 88521072 |  88544646 | 88553527 |  88561147 | 88562054 |  88573674 |
990 |  88552809 | 88617131 |  88625985 | 88628495 |  88636122 | 88643838 |  88648813 |
991 |  88626791 | 88690918 |  88699013 | 88705396 |  88715537 | 88716185 |  88724977 |
992 |  88704740 | 88772322 |  88780862 | 88785456 |  88792544 | 88793086 |  88802721 |
993 |  88782263 | 88809918 |  88816814 | 88817460 |  88829276 | 88918686 |  88928367 |
994 |  88829658 | 88954875 |  88966805 | 89045617 |  89053862 | 89062435 |  89073862 |
995 |  88981641 | 89127603 |  89137220 | 89146645 |  89151776 | 89152327 |  89161377 |
996 |  89146034 | 89213055 |  89221587 | 89230170 |  89240805 | 89242302 |  89252348 |
997 |  89229462 | 89293826 |  89303821 | 89306598 |  89314326 | 89314883 |  89319527 |
998 |  89320457 | 89326320 |  89333251 | 89388178 |  89394812 | 89401912 |  89408017 |
999 |  89333704 | 89493241 |  89509574 | 89515720 |  89526655 | 89532658 |  89542517 |
On  10000  request we have results:
Conveer time =  911.49707ms
Lenear  time =  1.184577591s
Draw compare graph?(1 -yes, other -no)
